0,1,2,3,4,5,6,7
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,DATE,2025-09-03 00:00:00,,,,,
,,,,,,,
,,,,,,,
,CORRECTIONS,,,,,,
,,1,2,,,,
,Rhodamine concentration in the solution injected [%],23.83,,,,,
,Temperature Correction Factor,0.026,,,,,
,Initial Water Temperature [°C],8,,,,,
,Mass of Solution Injected,15.54,,,,,
,,,,,,,
,MISURA,,,,,,
,,# Measurement,,1,,,2.0
,,# Bucket,,,,,
,,Point Description,,FP1 brunch,,,
,Effective Mass of Rhodamine Added,Ms,[g],3.7031819999999995,,,
,Background Fluorescence,Fluor,[ppb],0,,,
,Time-step for logging,dt,[s],1,,,
,Discharge,Q,[L/s],682.6684161855738,,,
,Conductivity Timeseries ,(past in each column the conductivity data from logger),,C_obs,C_adj,C_corr_temp,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.13,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.09,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.13,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,0,0,0,
,,,,0.07,0.07,0.04499247448188719,
,,,,0.75,0.75,0.48206222659164844,
,,,,1.18,1.18,0.7584445698375268,
,,,,1.09,1.09,0.7005971026465291,
,,,,1.26,1.26,0.8098645406739693,
,,,,1.56,1.56,1.0026894313106287,
,,,,3.69,3.69,2.3717461548309102,
,,,,6.28,6.28,4.0364677106607365,
,,,,9.18,9.18,5.900441653481776,
,,,,11.9,11.9,7.648720661920821,
,,,,17.56,17.56,11.286683598599128,
,,,,19.18,19.18,12.327938008037089,
,,,,21.18,21.18,13.613437278948151,
,,,,29.56,29.56,18.999679224065503,
,,,,41.31,41.31,26.551987440667997,
,,,,39.6,39.6,25.452885564039036,
,,,,35.35,35.35,22.72119961335303,
,,,,42.97,42.97,27.618951835524175,
,,,,54.24,54.24,34.86274022710801,
,,,,47.86,47.86,30.76199755290172,
,,,,71.82,71.82,46.16227881841625,
,,,,52.97,52.97,34.04644819007949,
,,,,75.09,75.09,48.26407012635584,
,,,,87.05,87.05,55.95135576640399,
,,,,85.26,85.26,54.800833918938594,
,,,,87.52,87.52,56.25344809506809,
,,,,105.95,105.95,68.09932387651354,
,,,,106.54,106.54,68.4785461614323,
,,,,113.56,113.56,72.99064860233013,
,,,,99.52,99.52,63.966443720534464,
,,,,86.37,86.37,55.514286014294235,
,,,,103.09,103.09,66.26105991911072,
,,,,117.14,117.14,75.29169229726092,
,,,,115.56,115.56,74.27614787324119,
,,,,109.73,109.73,70.52891749853545,
,,,,108.88,108.88,69.98258030839824,
,,,,130.12,130.12,83.63458256547372,
,,,,131.95,131.95,84.81081439835734,
,,,,125.26,125.26,80.51081933715984,
,,,,135.14,135.14,86.86118573546048,
,,,,140.46,140.46,90.28061379608391,
,,,,133.27,133.27,85.65924391715865,
,,,,133.01,133.01,85.49212901194021,
,,,,133.22,133.22,85.62710643538587,
,,,,138.67,138.67,89.1300919486185,
,,,,138.63,138.63,89.10438196320028,
,,,,135.99,135.99,87.40752292559769,
,,,,137.44,137.44,88.33950989700821,
,,,,135.14,135.14,86.86118573546048,
,,,,134.84,134.84,86.66836084482384,
,,,,131.56,131.56,84.56014204052968,
,,,,129.35,129.35,83.13966534617296,
,,,,128.67,128.67,82.7025955940632,
,,,,125.73,125.73,80.81291166582395,
,,,,130.63,130.63,83.96238487955604,
,,,,128.29,128.29,82.45835073259009,
,,,,124.46,124.46,79.99661962879541,
,,,,120.46,120.46,77.42562108697328,
,,,,116.92,116.92,75.15028737746071,
,,,,105.9,105.9,68.06718639474076,
,,,,116.8,116.8,75.07315742120605,
,,,,106.33,106.33,68.34356873798663,
,,,,106.88,106.88,68.69708103748717,
,,,,97.22,97.22,62.488119558986746,
,,,,105.56,105.56,67.84865151868587,
,,,,99.95,99.95,64.24282606378034,
,,,,95.52,95.52,61.395445178712336,
,,,,93.9,93.9,60.35419076927438,
,,,,87.99,87.99,56.55554042373219,
,,,,96.71,96.71,62.16031724490442,
,,,,95.31,95.31,61.26046775526668,
,,,,82.88,82.88,53.27108978655443,
,,,,74.37,74.37,47.80129038882786,
,,,,71.56,71.56,45.995163913197814,
,,,,71.6,71.6,46.02087389861603,
,,,,85.39,85.39,54.884391371547814,
,,,,73.99,73.99,47.55704552735475,
,,,,76.97,76.97,49.472439441012234,
,,,,61.94,61.94,39.811912420115604,
,,,,64.46,64.46,41.43164150146354,
,,,,63.26,63.26,40.6603419389169,
,,,,61.52,61.52,39.54195757322428,
,,,,68.75,68.75,44.18903743756777,
,,,,57.01,57.01,36.64315671731983,
,,,,60.07,60.07,38.60997060181376,
,,,,42.62,42.62,27.39398946311474,
,,,,47.6,47.6,30.594882647683285,
,,,,42.8,42.8,27.509684397496734,
,,,,44.67,44.67,28.71162621579858,
,,,,46.33,46.33,29.77859061065476,
,,,,37.26,37.26,23.94885141707309,
,,,,38.58,38.58,24.797280935874394,
,,,,38.67,38.67,24.855128403065393,
,,,,35.82,35.82,23.023291942017128,
,,,,42.07,42.07,27.0404771636142,
,,,,42.97,42.97,27.618951835524175,
,,,,36.37,36.37,23.376804241517668,
,,,,32.28,32.28,20.747958232504548,
,,,,33.73,33.73,21.679945203915064,
,,,,30.11,30.11,19.353191523566043,
,,,,28.03,28.03,18.01627228181854,
,,,,27.26,27.26,17.52135506251778,
,,,,23.86,23.86,15.336006301968974,
,,,,26.67,26.67,17.14213277759902,
,,,,21.56,21.56,13.857682140421252,
,,,,21.94,21.94,14.101927001894355,
,,,,22.88,22.88,14.706111659222554,
,,,,22.5,22.5,14.461866797749453,
,,,,19.82,19.82,12.739297774728628,
,,,,18.16,18.16,11.672333379872446,
,,,,18.16,18.16,11.672333379872446,
,,,,19.82,19.82,12.739297774728628,
,,,,17.18,17.18,11.042438737126027,
,,,,18.24,18.24,11.723753350708888,
,,,,17.09,17.09,10.984591269935029,
,,,,16.84,16.84,10.823903861071145,
,,,,17.39,17.39,11.177416160571688,
,,,,16.62,16.62,10.682498941270929,
,,,,17.69,17.69,11.370241051208348,
,,,,13.65,13.65,8.773532523968,
,,,,16.92,16.92,10.87532383190759,
,,,,15.77,15.77,10.136161751133727,
,,,,14.03,14.03,9.017777385441102,
,,,,13.65,13.65,8.773532523968,
,,,,14.5,14.5,9.319869714105202,
,,,,13.56,13.56,8.715685056777003,
,,,,12.24,12.24,7.867255537975702,
,,,,11.6,11.6,7.455895771284162,
,,,,12.33,12.33,7.9251030051667,
,,,,10.75,10.75,6.90955858114696,
,,,,10.62,10.62,6.826001128537741,
,,,,10.41,10.41,6.69102370509208,
,,,,9.86,9.86,6.337511405591537,
,,,,9.01,9.01,5.791174215454336,
,,,,6.84,6.84,4.396407506515834,
,,,,7.09,7.09,4.557094915379716,
,,,,7.52,7.52,4.833477258625594,
,,,,7.31,7.31,4.698499835179933,
,,,,7.52,7.52,4.833477258625594,
,,,,6.88,6.88,4.4221174919340545,
,,,,6.62,6.62,4.255002586715617,
,,,,5.39,5.39,3.464420535105313,
,,,,3.9,3.9,2.5067235782765716,
,,,,3.86,3.86,2.4810135928583503,
,,,,3.52,3.52,2.2624787168034697,
,,,,3.3,3.3,2.1210737970032527,
,,,,2.92,2.92,1.876828935530151,
,,,,3.35,3.35,2.1532112787760296,
,,,,4.24,4.24,2.7252584543314526,
,,,,3.6,3.6,2.3138986876399126,
,,,,2.92,2.92,1.876828935530151,
,,,,2.41,2.41,1.5490266214478303,
,,,,2.62,2.62,1.6840040448934919,
,,,,3.22,3.22,2.0696538261668107,
,,,,3.52,3.52,2.2624787168034697,
,,,,2.84,2.84,1.8254089646937086,
,,,,2.71,2.71,1.7418515120844895,
,,,,2.41,2.41,1.5490266214478303,
,,,,2.28,2.28,1.465469168838611,
,,,,2.28,2.28,1.465469168838611,
,,,,1.39,1.39,0.8934219932831883,
,,,,1.39,1.39,0.8934219932831883,
,,,,1.73,1.73,1.111956869338069,
,,,,1.56,1.56,1.0026894313106287,
,,,,2.11,2.11,1.3562017308111707,
,,,,1.69,1.69,1.0862468839198478,
,,,,1.69,1.69,1.0862468839198478,
,,,,1.43,1.43,0.9191319787014096,
,,,,1.09,1.09,0.7005971026465291,
,,,,1.52,1.52,0.9769794458924075,
,,,,1.43,1.43,0.9191319787014096,
,,,,1.09,1.09,0.7005971026465291,
,,,,1.18,1.18,0.7584445698375268,
,,,,1.05,1.05,0.6748871172283079,
,,,,0.96,0.96,0.61703965003731,
,,,,0.75,0.75,0.48206222659164844,
,,,,0.75,0.75,0.48206222659164844,
,,,,0.75,0.75,0.48206222659164844,
,,,,0.96,0.96,0.61703965003731,
,,,,0.79,0.79,0.5077722120098697,
,,,,0.62,0.62,0.39850477398242934,
,,,,0.71,0.71,0.45635224117342715,
,,,,0.58,0.58,0.37279478856420806,
,,,,0.62,0.62,0.39850477398242934,
,,,,0.5,0.5,0.3213748177277656,
,,,,0.75,0.75,0.48206222659164844,
,,,,0.75,0.75,0.48206222659164844,
,,,,0.58,0.58,0.37279478856420806,
,,,,0.5,0.5,0.3213748177277656,
,,,,0.5,0.5,0.3213748177277656,
,,,,0.5,0.5,0.3213748177277656,
,,,,0.54,0.54,0.3470848031459869,
,,,,0.58,0.58,0.37279478856420806,
,,,,0.54,0.54,0.3470848031459869,
,,,,0.45,0.45,0.28923733595498907,
,,,,0.37,0.37,0.23781736511854654,
,,,,0.37,0.37,0.23781736511854654,
,,,,0.37,0.37,0.23781736511854654,
,,,,0.37,0.37,0.23781736511854654,
,,,,0.37,0.37,0.23781736511854654,
,,,,0.33,0.33,0.2121073797003253,
,,,,0.24,0.24,0.1542599125093275,
,,,,0.28,0.28,0.17996989792754875,
,,,,0.24,0.24,0.1542599125093275,
,,,,0.28,0.28,0.17996989792754875,
,,,,0.28,0.28,0.17996989792754875,
,,,,0.28,0.28,0.17996989792754875,
,,,,0.33,0.33,0.2121073797003253,
,,,,0.33,0.33,0.2121073797003253,
,,,,0.24,0.24,0.1542599125093275,
,,,,0.24,0.24,0.1542599125093275,
,,,,0.16,0.16,0.102839941672885,
,,,,0.16,0.16,0.102839941672885,
,,,,0.24,0.24,0.1542599125093275,
,,,,0.24,0.24,0.1542599125093275,
,,,,0.28,0.28,0.17996989792754875,
,,,,0.24,0.24,0.1542599125093275,
,,,,0.11,0.11,0.07070245990010843,
,,,,0.11,0.11,0.07070245990010843,
,,,,0.24,0.24,0.1542599125093275,
,,,,0.11,0.11,0.07070245990010843,
,,,,0.07,0.07,0.04499247448188719,
,,,,0.16,0.16,0.102839941672885,
,,,,0.16,0.16,0.102839941672885,
,,,,0.16,0.16,0.102839941672885,
,,,,0.24,0.24,0.1542599125093275,
,,,,0.11,0.11,0.07070245990010843,
,,,,0.11,0.11,0.07070245990010843,
,,,,0.07,0.07,0.04499247448188719,
,,,,0.11,0.11,0.07070245990010843,
,,,,0.11,0.11,0.07070245990010843,
,,,,0.07,0.07,0.04499247448188719,
,,,,0.03,0.03,0.019282489063665937,
,,,,0.07,0.07,0.04499247448188719,
,,,,0.11,0.11,0.07070245990010843,
,,,,0.07,0.07,0.04499247448188719,
,,,,0.11,0.11,0.07070245990010843,
,,,,0.03,0.03,0.019282489063665937,
,,,,0,0,0,
,,,,0,0,0,
,,,,0.07,0.07,0.04499247448188719,
,,,,0.03,0.03,0.019282489063665937,
,,,,0.07,0.07,0.04499247448188719,
,,,,0.03,0.03,0.019282489063665937,
,,,,0.07,0.07,0.04499247448188719,
,,,,0,0,0,
,,,,0.03,0.03,0.019282489063665937,
,,,,0,0,0,
,,,,0.03,0.03,0.019282489063665937,
,,,,0,0,0,
,,,,0.07,0.07,0.04499247448188719,
,,,,0,0,0,
,,,,0,0,0,
,,,,0.03,0.03,0.019282489063665937,
,,,,-0.09,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0.07,0.07,0.04499247448188719,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,0,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,0,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,0.07,0.07,0.04499247448188719,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,0,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.09,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.09,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.09,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.13,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.22,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
,,,,-0.17,0,0,
